2969,17.36575957680389,12.224279529105253
2931,7.342118714185354,3.1304468779270556
2932,7.316563113655002,3.7207552401875894
2917,7.293169800957927,4.943532184310999
2957,7.263795074078516,4.61899667518076
3025,7.24326853099978,4.408705541867019
3035,7.220339381431433,4.264377874018557
3030,7.194272946274738,4.160756440685589
2985,7.162454670888086,4.08507765494898
2940,7.138080347460076,4.027911261155989
2972,7.110781079412369,3.983926616734207
2902,7.095491269819038,3.9484201027594485
2780,7.146174150020516,3.9154949609092204
2778,7.130307560326796,3.888141030951786
2785,7.106169784359241,3.8662189786270154
2897,7.01011286239782,3.8563045727052674
2979,6.971118873380944,3.849813280291432
3005,6.949160497149461,3.8448563905760813
2959,6.920059558545804,3.8378395000419343
3100,6.951968384613259,3.8287128788882434
2926,6.8777797292986795,3.82356657327163
2890,6.8691361534402064,3.8184693631724196
2859,6.868584501892307,3.8157906403751904
2878,6.831874122438263,3.812091590013188
2849,6.83565037670427,3.8085172977320445
2862,6.8026310864865875,3.8069610292702394
2912,6.743366511355664,3.806810450424766
2907,6.722178222751848,3.8080431295050987
3015,6.689412734292179,3.809502448629839
3040,6.718066659696014,3.313682701998308
3030,6.685562805142008,3.1985070332894696
3055,6.720957489928048,3.074048625151278
3250,7.099286501061851,3.0474484022218227
3150,6.683823506287545,3.0217906889100474
3135,6.630738231424523,2.996332372381433
3040,6.543901619739729,2.972305073636085
3020,6.526414215391053,2.9472570579905866
3155,6.831307910364061,2.920918509629714
3190,6.837559945864793,2.8943507997807143
3150,6.936381596362748,2.867765962299022
3270,8.083548780588181,2.841820959546151
3275,8.026061958251574,2.819549495669983
3290,7.989004976583634,2.800581600471953
3280,7.413952046169764,2.772154055025874
3290,7.158764791055911,2.743242133646542
3260,6.994008083665927,2.7150837618280153
3170,6.880217114130129,2.688879756548622
2815,7.075810532644913,2.663202855272965
2655,7.032872144450333,2.637635258503003
2852,6.6168564209381096,2.6118878952981257
2967,6.656128665905724,2.586439177623474
2936,6.582971456758775,2.561716783122184
3010,6.713027700174284,2.535794360849705
3035,6.729661058884941,2.5098787257937034
3145,6.890997283110771,2.4837819257157596
3145,6.905678307202914,2.4583086537575594
3020,6.491062672983389,2.4325413991476728
3005,6.47501769399502,2.407045181903721
3020,6.4408951377290595,2.38268399744565
3005,6.436521355444399,2.357598538539118
2986,7.000821603532338,2.331446638463802
3005,6.584441012909994,2.3053481397327085
2889,6.924672243007775,2.2789282230508023
2882,6.6108217416059425,2.2535243435703363
2939,6.428028086587375,2.2279076364935486
2970,6.680865334810426,2.2021299409674278
2981,6.769298612004762,2.1768163899100217
2890,6.994944961748252,2.150845335835893
2871,7.7667053116343805,2.125634756593104
2853,7.835767206937125,2.1005643180052385
2852,7.856030017245272,2.0762357209046187
2820,7.907998980618701,2.048507443835397
2748,8.270709739459898,2.036593058957621
2726,8.114642568496302,2.047612019996615
2785,7.414036671528686,2.028240899559428
2836,6.6574125156390185,1.9626562178118625
2831,6.804834728332322,1.9263539097807765
2988,6.721302478242363,1.9030183739760267
3000,6.598566706234713,1.8753640031564351
